Time (ms),Resistance (µΩ)
0.0,59.582511684656126
0.10050251256281408,59.92945339441521
0.20100502512562815,60.960924632630224
0.30150753768844224,59.13531934010799
0.4020100502512563,60.513546850271105
0.5025125628140704,60.330307880200266
0.6030150753768845,60.85142795563919
0.7035175879396985,60.31045534910849
0.8040201005025126,61.9159912562424
0.9045226130653267,60.42199281299243
1.0050251256281408,60.25828584321999
1.105527638190955,60.52702283875545
1.206030150753769,61.77053823299466
1.306532663316583,60.39496918747111
1.407035175879397,62.526918366918444
1.5075376884422111,58.65231706779507
1.6080402010050252,61.32906836330903
1.7085427135678393,62.31255798233403
1.8090452261306533,63.37137974775231
1.9095477386934674,63.654325023629205
2.0100502512562817,62.29431587749446
2.1105527638190957,61.33206074941955
2.21105527638191,64.19982551150285
2.311557788944724,63.17432220141584
2.412060301507538,65.14951295983695
2.512562814070352,63.50275475303046
2.613065326633166,63.84700044012572
2.71356783919598,62.508752063737354
2.814070351758794,66.42712407063615
2.9145728643216082,63.724209222745216
3.0150753768844223,63.949600579992186
3.1155778894472363,65.09876771191381
3.2160804020100504,64.70117064393423
3.3165829145728645,63.321502433942676
3.4170854271356785,65.51713281905118
3.5175879396984926,64.55366391616101
3.6180904522613067,67.51612109447022
3.7185929648241207,65.057564202812
3.819095477386935,63.21933839964606
3.919597989949749,65.62488041570025
4.020100502512563,66.4214756137577
4.120603015075377,64.04407278672957
4.2211055276381915,65.1599820815
4.3216080402010055,65.05428619884142
4.42211055276382,69.74590904539772
4.522613065326634,68.20198770038283
4.623115577889448,65.79649290967426
4.723618090452262,66.26652795070083
4.824120603015076,68.93642294074799
4.92462311557789,68.12848405100847
5.025125628140704,67.60081486514558
5.125628140703518,66.14425496848285
5.226130653266332,66.58050391814561
5.326633165829146,66.28948274145168
5.42713567839196,66.21654681015875
5.527638190954774,66.81483843126607
5.628140703517588,70.14499921934062
5.728643216080402,68.61299230409684
5.8291457286432165,69.08350811803274
5.9296482412060305,70.18901633402271
6.030150753768845,68.21319823594682
6.130653266331659,67.70146544393974
6.231155778894473,70.18473057268234
6.331658291457287,68.3170722989586
6.432160804020101,67.6102265867726
6.532663316582915,70.24983810343006
6.633165829145729,70.37677314255191
6.733668341708543,71.3818461347297
6.834170854271357,70.74492939004563
6.934673366834171,71.34919758293223
7.035175879396985,70.99475208926357
7.135678391959799,70.27317744444083
7.236180904522613,69.04117617002369
7.336683417085427,69.58364475391136
7.437185929648241,71.34987064587129
7.5376884422110555,70.26983684703917
7.63819095477387,71.9229895841396
7.738693467336684,71.51328082488409
7.839195979899498,91.20714262120408
7.939698492462312,70.92349347886054
8.040201005025127,72.69858800115978
8.14070351758794,72.18372311161117
8.241206030150755,72.21920597561764
8.341708542713569,73.50705042035193
8.442211055276383,72.9692648798449
8.542713567839197,73.68070251781656
8.643216080402011,71.97629268887961
8.743718592964825,74.48197029158166
8.84422110552764,73.52323126643824
8.944723618090453,74.28428259874784
9.045226130653267,73.48925061005998
9.145728643216081,71.90424826365546
9.246231155778895,73.40245806714417
9.34673366834171,74.84368684703766
9.447236180904524,74.59134156024581
9.547738693467338,74.12046722884229
9.648241206030152,74.0201397372126
9.748743718592966,74.86751382595199
9.84924623115578,74.67623996172371
9.949748743718594,74.86820662645397
10.050251256281408,76.77754334273239
10.150753768844222,75.40886546249045
10.251256281407036,74.72405063055946
10.35175879396985,76.58515983927231
10.452261306532664,73.08477946094669
10.552763819095478,75.59096383967423
10.653266331658292,72.9434331244141
10.753768844221106,76.55512750160217
10.85427135678392,76.33495885691681
10.954773869346734,76.39596805193469
11.055276381909549,75.23694218456951
11.155778894472363,76.90274798781455
11.256281407035177,76.4532625763762
11.35678391959799,77.73759220558007
11.457286432160805,76.87582422812052
11.557788944723619,78.08499134818112
11.658291457286433,77.10277849056045
11.758793969849247,78.67460617337244
11.859296482412061,78.43708561906335
11.959798994974875,77.48917483494058
12.06030150753769,76.4976062491399
12.160804020100503,79.01221017196326
12.261306532663317,77.91531460218611
12.361809045226131,76.57670957966492
12.462311557788945,77.86665252156102
12.56281407035176,77.4421958735373
12.663316582914574,78.52134634426565
12.763819095477388,79.09229920642008
12.864321608040202,79.91639605111779
12.964824120603016,80.27638795442863
13.06532663316583,81.24753981372386
13.165829145728644,77.6229079273508
13.266331658291458,80.11380209834745
13.366834170854272,76.83484559389048
13.467336683417086,81.44080776817077
13.5678391959799,79.26497900029905
13.668341708542714,80.55937415508339
13.768844221105528,81.34504288111667
13.869346733668342,79.02944046729563
13.969849246231156,81.18221428608294
14.07035175879397,79.62151326709386
14.170854271356784,81.66885520810696
14.271356783919598,80.37097032529273
14.371859296482413,80.88006066196824
14.472361809045227,79.75057192346995
14.57286432160804,80.84314417410937
14.673366834170855,83.28262042057999
14.773869346733669,82.13992320625354
14.874371859296483,82.7757846390843
14.974874371859297,81.61033271327474
15.075376884422111,82.51278413997447
15.175879396984925,83.06046681526153
15.27638190954774,80.34692254395917
15.376884422110553,83.93320555529152
15.477386934673367,81.65577709346279
15.577889447236181,83.27184426458687
15.678391959798995,83.35096083622048
15.77889447236181,84.40466826719835
15.879396984924623,82.40629500090174
15.979899497487438,84.17189704766811
16.080402010050253,85.06023429457765
16.180904522613066,83.369216219458
16.28140703517588,83.41022607071378
16.381909547738694,85.11899418796456
16.48241206030151,84.09454078282667
16.582914572864322,85.71033220442315
16.683417085427138,85.41561326257548
16.78391959798995,84.97442477465539
16.884422110552766,85.36656470330652
16.984924623115578,86.51797845333661
17.085427135678394,86.34291267038184
17.185929648241206,86.56053000559496
17.286432160804022,86.07107642662925
