Time (ms),Resistance (µΩ)
0.0,180.86282940185794
0.10050251256281408,175.69917464944473
0.20100502512562815,178.03604679159795
0.30150753768844224,176.9318151167356
0.4020100502512563,180.81514938727733
0.5025125628140704,178.11448728736
0.6030150753768845,179.00141359543827
0.7035175879396985,183.21641074208486
0.8040201005025126,183.80560624363375
0.9045226130653267,181.9303817065309
1.0050251256281408,180.15339391470528
1.105527638190955,176.53157015186602
1.206030150753769,182.36016994879316
1.306532663316583,185.68799937372998
1.407035175879397,180.8545267539198
1.5075376884422111,188.99570148675457
1.6080402010050252,190.9459574394539
1.7085427135678393,178.69281379043116
1.8090452261306533,187.51742197148192
1.9095477386934674,189.9755163678967
2.0100502512562817,191.26470859187762
2.1105527638190957,184.0821521372595
2.21105527638191,185.16518722347374
2.311557788944724,185.91126382322707
2.412060301507538,191.95688931464917
2.512562814070352,195.54093396597077
2.613065326633166,189.01799675158674
2.71356783919598,193.87629608171966
2.814070351758794,192.22628721638657
2.9145728643216082,192.6922679985611
3.0150753768844223,198.3439851538926
3.1155778894472363,193.98461262467004
3.2160804020100504,195.37336581163444
3.3165829145728645,191.6114044402653
3.4170854271356785,193.58261512378388
3.5175879396984926,195.55200218379454
3.6180904522613067,194.8055790652566
3.7185929648241207,191.6492489708796
3.819095477386935,198.18205041128934
3.919597989949749,198.44378308756902
4.020100502512563,200.0872833304694
4.120603015075377,200.70628746276697
4.2211055276381915,196.56037033898426
4.3216080402010055,207.29434357474366
4.42211055276382,202.47745105823168
4.522613065326634,199.49475221843684
4.623115577889448,203.57788037972514
4.723618090452262,202.1218199722356
4.824120603015076,201.07573320928898
4.92462311557789,201.1684814748657
5.025125628140704,202.02652654831024
5.125628140703518,204.30429327251778
5.226130653266332,206.41513271748767
5.326633165829146,211.95991551260127
5.42713567839196,204.26909117029814
5.527638190954774,206.72355353096225
5.628140703517588,207.60726930684902
5.728643216080402,208.71936214818922
5.8291457286432165,208.67890857582188
5.9296482412060305,208.5675921258752
6.030150753768845,205.72264243919452
6.130653266331659,209.35911129228327
6.231155778894473,212.3690042468906
6.331658291457287,208.44998990254444
6.432160804020101,216.28344390342093
6.532663316582915,205.10806801265002
6.633165829145729,212.51531894413236
6.733668341708543,213.81997591118898
